location	animal	user	sn	vtename	expdur	period	smllarthr	inasmlthr	jitter	starttyp	comment	an	start	noscnt	nosdur	smldur	smldist	lardur	lardist
OPF04	animal  4	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		2	240	0	0				
OPF04	animal  4	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		3	240	0	0				
OPF01	animal  1	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		0	300			53.5	493.3	3	93.1
OPF01	animal  1	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		2	300	1	0.5				
OPF01	animal  1	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		3	300	1	0.7				
OPF02	animal  2	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		0	300			53.9	538.9	5.3	182.9
OPF02	animal  2	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		2	300	12	2.9				
OPF02	animal  2	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		3	300	5	1.7				
OPF03	animal  3	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		0	300			55.9	568.6	3.5	107.3
OPF03	animal  3	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		2	300	11	4.2				
OPF03	animal  3	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		3	300	8	3.9				
OPF04	animal  4	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		0	300			0	0	0	0
OPF04	animal  4	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		2	300	0	0				
OPF04	animal  4	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		3	300	0	0				
OPF01	animal  1	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		0	360			54.1	526.1	3.9	128.2
OPF01	animal  1	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		2	360	2	0.5				
OPF01	animal  1	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		3	360	6	1.3				
OPF02	animal  2	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		0	360			53.8	565.9	4.7	183.4
OPF02	animal  2	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		2	360	1	0.9				
OPF02	animal  2	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		3	360	3	0.7				
OPF03	animal  3	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		0	360			53.9	508.8	4.5	159.7
OPF03	animal  3	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		2	360	7	2.9				
OPF03	animal  3	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		3	360	0	0				
OPF04	animal  4	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		0	360			0	0	0	0
OPF04	animal  4	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		2	360	0	0				
OPF04	animal  4	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		3	360	0	0				
OPF01	animal  1	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		0	420			51.1	433.4	3.6	115.2
OPF01	animal  1	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		2	420	1	0.5				
OPF01	animal  1	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		3	420	1	0.7				
OPF02	animal  2	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		0	420			54.7	590.5	3.8	119.8
OPF02	animal  2	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		2	420	8	4.8				
OPF02	animal  2	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		3	420	7	2.4				
OPF03	animal  3	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		0	420			51.8	453.8	6	203.1
OPF03	animal  3	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		2	420	1	1.3				
OPF03	animal  3	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		3	420	13	1.8				
OPF04	animal  4	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		0	420			0	0	0	0
OPF04	animal  4	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		2	420	0	0				
OPF04	animal  4	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		3	420	0	0				
OPF01	animal  1	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		0	480			53.5	608	5.3	165.6
OPF01	animal  1	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		2	480	2	1.1				
OPF01	animal  1	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		3	480	12	2.4				
OPF02	animal  2	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		0	480			53.9	541.2	4.2	147.6
OPF02	animal  2	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		2	480	8	0.6				
OPF02	animal  2	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		3	480	1	0.4				
OPF03	animal  3	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		0	480			56.4	496.6	2	67.6
OPF03	animal  3	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		2	480	0	0				
OPF03	animal  3	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		3	480	2	0.5				
OPF04	animal  4	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		0	480			0	0	0	0
OPF04	animal  4	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		2	480	0	0				
OPF04	animal  4	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		3	480	0	0				
OPF01	animal  1	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		0	540			55.4	527.8	2.1	70
OPF01	animal  1	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		2	540	3	1.3				
OPF01	animal  1	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		3	540	3	0.1				
OPF02	animal  2	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		0	540			55.1	613.3	4.4	147.8
OPF02	animal  2	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		2	540	4	1.2				
OPF02	animal  2	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		3	540	2	0.4				
OPF03	animal  3	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		0	540			53.9	486.4	4	130.8
OPF03	animal  3	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		2	540	3	1.3				
OPF03	animal  3	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		3	540	4	1.2				
OPF04	animal  4	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		0	540			0	0	0	0
OPF04	animal  4	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		2	540	0	0				
OPF04	animal  4	VID\Videotrack_user	2	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		3	540	0	0				
OPF01	animal  1	VID\Videotrack_user	3	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		0	0			52.6	473.7	2.1	72.9
OPF01	animal  1	VID\Videotrack_user	3	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		2	0	0	0				
OPF01	animal  1	VID\Videotrack_user	3	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		3	0	0	0				
OPF02	animal  2	VID\Videotrack_user	3	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		0	0			46.9	348.8	0.5	18.2
OPF02	animal  2	VID\Videotrack_user	3	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		2	0	0	0				
OPF02	animal  2	VID\Videotrack_user	3	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		3	0	0	0				
OPF03	animal  3	VID\Videotrack_user	3	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		0	0			43.9	498.2	11.5	430.6
OPF03	animal  3	VID\Videotrack_user	3	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		2	0	0	0				
OPF03	animal  3	VID\Videotrack_user	3	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		3	0	0	0				
OPF04	animal  4	VID\Videotrack_user	3	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		0	0			0	0	0	0
OPF04	animal  4	VID\Videotrack_user	3	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		2	0	0	0				
OPF04	animal  4	VID\Videotrack_user	3	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		3	0	0	0				
OPF01	animal  1	VID\Videotrack_user	3	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		0	60			54.3	577.3	3.9	129.7
OPF01	animal  1	VID\Videotrack_user	3	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		2	60	0	0				
OPF01	animal  1	VID\Videotrack_user	3	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		3	60	5	1.4				
OPF02	animal  2	VID\Videotrack_user	3	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		0	60			44.7	341.7	1.1	56.7
OPF02	animal  2	VID\Videotrack_user	3	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		2	60	0	0				
OPF02	animal  2	VID\Videotrack_user	3	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		3	60	0	0				
OPF03	animal  3	VID\Videotrack_user	3	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		0	60			45.7	515.5	12.1	412
OPF03	animal  3	VID\Videotrack_user	3	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		2	60	6	0.8				
OPF03	animal  3	VID\Videotrack_user	3	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		3	60	2	0.7				
OPF04	animal  4	VID\Videotrack_user	3	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		0	60			0	0	0	0
OPF04	animal  4	VID\Videotrack_user	3	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		2	60	0	0				
OPF04	animal  4	VID\Videotrack_user	3	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		3	60	0	0				
OPF01	animal  1	VID\Videotrack_user	3	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		0	120			50.6	353.6	1.1	35.2
OPF01	animal  1	VID\Videotrack_user	3	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		2	120	0	0				
OPF01	animal  1	VID\Videotrack_user	3	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		3	120	0	0				
OPF02	animal  2	VID\Videotrack_user	3	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		0	120			44.3	305.1	1.3	45.1
OPF02	animal  2	VID\Videotrack_user	3	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		2	120	0	0				
OPF02	animal  2	VID\Videotrack_user	3	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		3	120	0	0				
OPF03	animal  3	VID\Videotrack_user	3	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		0	120			48	506.1	8.2	276
OPF03	animal  3	VID\Videotrack_user	3	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		2	120	2	1.3				
OPF03	animal  3	VID\Videotrack_user	3	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		3	120	1	0.7				
OPF04	animal  4	VID\Videotrack_user	3	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		0	120			0	0	0	0
OPF04	animal  4	VID\Videotrack_user	3	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		2	120	0	0				
OPF04	animal  4	VID\Videotrack_user	3	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		3	120	0	0				
OPF01	animal  1	VID\Videotrack_user	3	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		0	180			55.9	603.2	2.9	87
OPF01	animal  1	VID\Videotrack_user	3	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		2	180	23	2.3				
OPF01	animal  1	VID\Videotrack_user	3	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		3	180	4	0.7				
OPF02	animal  2	VID\Videotrack_user	3	C:\Documents and Settings\Videotrack_user\My Documents\My Videotrack Protocols\Connie\NOR for 11 months Bmal\10_19_17_3months_BmalKO_traing.vte	00 / 00:10:00	60	25	1	0	All locations by camera with background		0	180			52.9	492.1	2	79.5
