location	animal	user	sn	an	datatype	start	end	startreason	endreason	entct	inact	inadur	inadist	smlct	smldur	smldist	larct	lardur	lardist	stdate	sttime
OPF03	animal  3	VID\Videotrack_user	2	0	track	240	300	End of period	End of period	0	66	8.3	0	74	50.5	352.6	8	1.1	31.6	25/09/2017	14:24:27
OPF03	animal  3	VID\Videotrack_user	2	1	track	240	300	End of period	End of period	0	66	8.3	0	74	50.5	352.6	8	1.1	31.6	25/09/2017	14:24:27
OPF03	animal  3	VID\Videotrack_user	2	2	track	240	300	End of period	End of period	1	0	0	0	0	0.8	8.2	0	0	0	25/09/2017	14:24:27
OPF04	animal  4	VID\Videotrack_user	2	0	track	240	300	End of period	End of period	0	45	6	0	57	52.6	425.1	12	1.4	38.3	25/09/2017	14:24:27
OPF04	animal  4	VID\Videotrack_user	2	1	track	240	300	End of period	End of period	0	45	6	0	57	52.6	425.1	12	1.4	38.3	25/09/2017	14:24:27
OPF04	animal  4	VID\Videotrack_user	2	2	track	240	300	End of period	End of period	1	0	0	0	1	0.9	17.2	1	0.1	1.6	25/09/2017	14:24:27
OPF01	animal  1	VID\Videotrack_user	2	0	track	300	360	End of period	End of period	0	84	10.6	0	88	48.1	277.2	5	1.4	40.3	25/09/2017	14:25:27
OPF01	animal  1	VID\Videotrack_user	2	1	track	300	360	End of period	End of period	0	84	10.6	0	88	48.1	277.2	5	1.4	40.3	25/09/2017	14:25:27
OPF01	animal  1	VID\Videotrack_user	2	2	track	300	360	End of period	End of period	1	0	0	0	0	0.8	14.4	1	0.1	2.1	25/09/2017	14:25:27
OPF02	animal  2	VID\Videotrack_user	2	0	track	300	360	End of period	End of period	0	58	9	0	65	50.5	394.5	8	0.4	12.3	25/09/2017	14:25:27
OPF02	animal  2	VID\Videotrack_user	2	1	track	300	360	End of period	End of period	0	58	9	0	65	50.5	394.5	8	0.4	12.3	25/09/2017	14:25:27
OPF02	animal  2	VID\Videotrack_user	2	2	track	300	360	End of period	End of period	2	1	0	0	1	1.8	25.3	0	0	0	25/09/2017	14:25:27
OPF03	animal  3	VID\Videotrack_user	2	0	track	300	360	End of period	End of period	0	47	6.7	0	68	50.4	428.5	21	3	84.2	25/09/2017	14:25:27
OPF03	animal  3	VID\Videotrack_user	2	1	track	300	360	End of period	End of period	0	47	6.7	0	68	50.4	428.5	21	3	84.2	25/09/2017	14:25:27
OPF03	animal  3	VID\Videotrack_user	2	2	track	300	360	End of period	End of period	2	0	0	0	1	0.5	10.9	2	0.1	2.4	25/09/2017	14:25:27
OPF04	animal  4	VID\Videotrack_user	2	0	track	300	360	End of period	End of period	0	46	7	0	60	51.1	359.2	14	1.9	58.5	25/09/2017	14:25:27
OPF04	animal  4	VID\Videotrack_user	2	1	track	300	360	End of period	End of period	0	46	7	0	60	51.1	359.2	14	1.9	58.5	25/09/2017	14:25:27
OPF04	animal  4	VID\Videotrack_user	2	2	track	300	360	End of period	End of period	0	0	0	0	0	0	0	0	0	0	25/09/2017	14:25:27
OPF01	animal  1	VID\Videotrack_user	2	0	track	360	420	End of period	End of period	0	48	9.2	0	74	45.3	366.6	25	5.5	165.4	25/09/2017	14:26:27
OPF01	animal  1	VID\Videotrack_user	2	1	track	360	420	End of period	End of period	0	48	9.2	0	74	45.3	366.6	25	5.5	165.4	25/09/2017	14:26:27
OPF01	animal  1	VID\Videotrack_user	2	2	track	360	420	End of period	End of period	0	0	0	0	0	0	0	0	0	0	25/09/2017	14:26:27
OPF02	animal  2	VID\Videotrack_user	2	0	track	360	420	End of period	End of period	0	75	12.6	0	87	46.6	338.9	11	0.8	19.7	25/09/2017	14:26:27
OPF02	animal  2	VID\Videotrack_user	2	1	track	360	420	End of period	End of period	0	75	12.6	0	87	46.6	338.9	11	0.8	19.7	25/09/2017	14:26:27
OPF02	animal  2	VID\Videotrack_user	2	2	track	360	420	End of period	End of period	1	0	0	0	0	0.9	16.9	0	0	0	25/09/2017	14:26:27
OPF03	animal  3	VID\Videotrack_user	2	0	track	360	420	End of period	End of period	0	43	6.2	0	59	51.5	449.9	16	2.3	65.2	25/09/2017	14:26:27
OPF03	animal  3	VID\Videotrack_user	2	1	track	360	420	End of period	End of period	0	43	6.2	0	59	51.5	449.9	16	2.3	65.2	25/09/2017	14:26:27
OPF03	animal  3	VID\Videotrack_user	2	2	track	360	420	End of period	End of period	1	0	0	0	0	1	17.6	0	0	0	25/09/2017	14:26:27
OPF04	animal  4	VID\Videotrack_user	2	0	track	360	420	End of period	End of period	0	29	3.1	0	46	54.3	461.4	17	2.6	77	25/09/2017	14:26:27
OPF04	animal  4	VID\Videotrack_user	2	1	track	360	420	End of period	End of period	0	29	3.1	0	46	54.3	461.4	17	2.6	77	25/09/2017	14:26:27
OPF04	animal  4	VID\Videotrack_user	2	2	track	360	420	End of period	End of period	1	0	0	0	0	0	0	0	0	1.2	25/09/2017	14:26:27
OPF01	animal  1	VID\Videotrack_user	2	0	track	420	480	End of period	End of period	0	69	12.6	0	79	46.3	309.7	10	1	30.2	25/09/2017	14:27:27
OPF01	animal  1	VID\Videotrack_user	2	1	track	420	480	End of period	End of period	0	69	12.6	0	79	46.3	309.7	10	1	30.2	25/09/2017	14:27:27
OPF01	animal  1	VID\Videotrack_user	2	2	track	420	480	End of period	End of period	1	0	0	0	0	0.8	10.7	0	0	0	25/09/2017	14:27:27
OPF02	animal  2	VID\Videotrack_user	2	0	track	420	480	End of period	End of period	0	47	8	0	54	51.5	400.1	7	0.5	16	25/09/2017	14:27:27
OPF02	animal  2	VID\Videotrack_user	2	1	track	420	480	End of period	End of period	0	47	8	0	54	51.5	400.1	7	0.5	16	25/09/2017	14:27:27
OPF02	animal  2	VID\Videotrack_user	2	2	track	420	480	End of period	End of period	1	0	0	0	0	1	16.6	0	0	0	25/09/2017	14:27:27
OPF03	animal  3	VID\Videotrack_user	2	0	track	420	480	End of period	End of period	0	40	4	0	47	55.4	470	7	0.6	17.4	25/09/2017	14:27:27
OPF03	animal  3	VID\Videotrack_user	2	1	track	420	480	End of period	End of period	0	40	4	0	47	55.4	470	7	0.6	17.4	25/09/2017	14:27:27
OPF03	animal  3	VID\Videotrack_user	2	2	track	420	480	End of period	End of period	3	0	0	0	1	4.3	41.3	1	0	0.9	25/09/2017	14:27:27
OPF04	animal  4	VID\Videotrack_user	2	0	track	420	480	End of period	End of period	0	20	1.8	0	34	57	528.3	14	1.2	36.1	25/09/2017	14:27:27
OPF04	animal  4	VID\Videotrack_user	2	1	track	420	480	End of period	End of period	0	20	1.8	0	34	57	528.3	14	1.2	36.1	25/09/2017	14:27:27
OPF04	animal  4	VID\Videotrack_user	2	2	track	420	480	End of period	End of period	2	0	0	0	2	2.5	37.9	2	0.2	5.1	25/09/2017	14:27:27
OPF01	animal  1	VID\Videotrack_user	2	0	track	480	540	End of period	End of period	0	75	13.6	0	77	46.3	295.9	2	0.1	2.4	25/09/2017	14:28:27
OPF01	animal  1	VID\Videotrack_user	2	1	track	480	540	End of period	End of period	0	75	13.6	0	77	46.3	295.9	2	0.1	2.4	25/09/2017	14:28:27
OPF01	animal  1	VID\Videotrack_user	2	2	track	480	540	End of period	End of period	0	0	0	0	0	0	0	0	0	0	25/09/2017	14:28:27
OPF02	animal  2	VID\Videotrack_user	2	0	track	480	540	End of period	End of period	0	52	6.5	0	56	53.4	422.2	4	0.2	5	25/09/2017	14:28:27
OPF02	animal  2	VID\Videotrack_user	2	1	track	480	540	End of period	End of period	0	52	6.5	0	56	53.4	422.2	4	0.2	5	25/09/2017	14:28:27
OPF02	animal  2	VID\Videotrack_user	2	2	track	480	540	End of period	End of period	2	1	0.7	0	2	2.3	23.8	1	0	0.9	25/09/2017	14:28:27
OPF03	animal  3	VID\Videotrack_user	2	0	track	480	540	End of period	End of period	0	67	7.5	0	76	51.2	362.9	10	1.3	38.4	25/09/2017	14:28:27
OPF03	animal  3	VID\Videotrack_user	2	1	track	480	540	End of period	End of period	0	67	7.5	0	76	51.2	362.9	10	1.3	38.4	25/09/2017	14:28:27
OPF03	animal  3	VID\Videotrack_user	2	2	track	480	540	End of period	End of period	1	1	0.1	0	2	2.5	23.9	0	0	0.7	25/09/2017	14:28:27
OPF04	animal  4	VID\Videotrack_user	2	0	track	480	540	End of period	End of period	0	28	2.3	0	34	57.4	409.5	6	0.3	9.8	25/09/2017	14:28:27
OPF04	animal  4	VID\Videotrack_user	2	1	track	480	540	End of period	End of period	0	28	2.3	0	34	57.4	409.5	6	0.3	9.8	25/09/2017	14:28:27
OPF04	animal  4	VID\Videotrack_user	2	2	track	480	540	End of period	End of period	1	0	0	0	2	0.8	17.8	2	0.2	4.5	25/09/2017	14:28:27
OPF01	animal  1	VID\Videotrack_user	2	0	track	540	600	End of period	End of session	0	67	8.7	0	74	50.3	357	7	1	28.2	25/09/2017	14:29:27
OPF01	animal  1	VID\Videotrack_user	2	1	track	540	600	End of period	End of session	0	67	8.7	0	74	50.3	357	7	1	28.2	25/09/2017	14:29:27
OPF01	animal  1	VID\Videotrack_user	2	2	track	540	600	End of period	End of session	0	0	0	0	0	0	0	0	0	0	25/09/2017	14:29:27
OPF02	animal  2	VID\Videotrack_user	2	0	track	540	600	End of period	End of session	0	77	16.1	0	80	43.8	228.6	3	0.1	4.3	25/09/2017	14:29:27
OPF02	animal  2	VID\Videotrack_user	2	1	track	540	600	End of period	End of session	0	77	16.1	0	80	43.8	228.6	3	0.1	4.3	25/09/2017	14:29:27
OPF02	animal  2	VID\Videotrack_user	2	2	track	540	600	End of period	End of session	0	0	0	0	0	0	0	0	0	0	25/09/2017	14:29:27
OPF03	animal  3	VID\Videotrack_user	2	0	track	540	600	End of period	End of session	0	99	21.3	0	100	38.7	160.3	0	0	0	25/09/2017	14:29:27
OPF03	animal  3	VID\Videotrack_user	2	1	track	540	600	End of period	End of session	0	99	21.3	0	100	38.7	160.3	0	0	0	25/09/2017	14:29:27
OPF03	animal  3	VID\Videotrack_user	2	2	track	540	600	End of period	End of session	0	0	0	0	0	0	0	0	0	0	25/09/2017	14:29:27
OPF04	animal  4	VID\Videotrack_user	2	0	track	540	600	End of period	End of session	0	17	1.1	0	23	58.1	470	6	0.8	22.2	25/09/2017	14:29:27
OPF04	animal  4	VID\Videotrack_user	2	1	track	540	600	End of period	End of session	0	17	1.1	0	23	58.1	470	6	0.8	22.2	25/09/2017	14:29:27
OPF04	animal  4	VID\Videotrack_user	2	2	track	540	600	End of period	End of session	1	3	0.3	0	4	1.8	11.3	0	0.2	5.4	25/09/2017	14:29:27
OPF01	animal  1	VID\Videotrack_user	3	0	track	0	60	Beginning of session	End of period	1	52	8.3	0	59	51.1	404	6	0.6	16	25/09/2017	14:34:52
OPF01	animal  1	VID\Videotrack_user	3	1	track	0	60	Beginning of session	End of period	1	52	8.3	0	59	51.1	404	6	0.6	16	25/09/2017	14:34:52
OPF01	animal  1	VID\Videotrack_user	3	2	track	0	60	Beginning of session	End of period	1	0	0	0	0	1.3	18.3	0	0	0	25/09/2017	14:34:52
OPF02	animal  2	VID\Videotrack_user	3	0	track	0	60	Beginning of session	End of period	1	3	0.3	0	57	54.5	705.3	53	5.2	152.5	25/09/2017	14:34:52
OPF02	animal  2	VID\Videotrack_user	3	1	track	0	60	Beginning of session	End of period	1	3	0.3	0	57	54.5	705.3	53	5.2	152.5	25/09/2017	14:34:52
OPF02	animal  2	VID\Videotrack_user	3	2	track	0	60	Beginning of session	End of period	2	0	0	0	0	1.3	17	0	0	0	25/09/2017	14:34:52
OPF03	animal  3	VID\Videotrack_user	3	0	track	0	60	Beginning of session	End of period	1	62	15.1	0	63	44.8	223.9	0	0	0	25/09/2017	14:34:52
OPF03	animal  3	VID\Videotrack_user	3	1	track	0	60	Beginning of session	End of period	1	62	15.1	0	63	44.8	223.9	0	0	0	25/09/2017	14:34:52
OPF03	animal  3	VID\Videotrack_user	3	2	track	0	60	Beginning of session	End of period	1	0	0	0	1	1.5	9.2	0	0	0	25/09/2017	14:34:52
OPF04	animal  4	VID\Videotrack_user	3	0	track	0	60	Beginning of session	End of period	1	13	30.4	14.3	14	25.4	46	4	0.9	103.8	25/09/2017	14:34:53
OPF04	animal  4	VID\Videotrack_user	3	1	track	0	60	Beginning of session	End of period	1	13	30.4	14.3	14	25.4	46	4	0.9	103.8	25/09/2017	14:34:53
OPF04	animal  4	VID\Videotrack_user	3	2	track	0	60	Beginning of session	End of period	0	0	0	0	0	0	0	0	0	0	25/09/2017	14:34:53
OPF01	animal  1	VID\Videotrack_user	3	0	track	60	120	End of period	End of period	0	68	11.5	0	67	48.5	290.9	0	0	0	25/09/2017	14:35:53
OPF01	animal  1	VID\Videotrack_user	3	1	track	60	120	End of period	End of period	0	68	11.5	0	67	48.5	290.9	0	0	0	25/09/2017	14:35:53
OPF01	animal  1	VID\Videotrack_user	3	2	track	60	120	End of period	End of period	0	0	0	0	0	0	0	0	0	0	25/09/2017	14:35:53
OPF02	animal  2	VID\Videotrack_user	3	0	track	60	120	End of period	End of period	0	22	1.9	0	40	56.2	584.5	18	1.9	56	25/09/2017	14:35:53
OPF02	animal  2	VID\Videotrack_user	3	1	track	60	120	End of period	End of period	0	22	1.9	0	40	56.2	584.5	18	1.9	56	25/09/2017	14:35:53
OPF02	animal  2	VID\Videotrack_user	3	2	track	60	120	End of period	End of period	0	0	0	0	0	0	0	0	0	0	25/09/2017	14:35:53
OPF03	animal  3	VID\Videotrack_user	3	0	track	60	120	End of period	End of period	0	19	2.8	0	26	56.7	583.1	7	0.5	14.8	25/09/2017	14:35:53
OPF03	animal  3	VID\Videotrack_user	3	1	track	60	120	End of period	End of period	0	19	2.8	0	26	56.7	583.1	7	0.5	14.8	25/09/2017	14:35:53
OPF03	animal  3	VID\Videotrack_user	3	2	track	60	120	End of period	End of period	1	0	0	0	0	1.8	20.9	0	0	0	25/09/2017	14:35:53
OPF04	animal  4	VID\Videotrack_user	3	0	track	60	120	End of period	End of period	0	5	47	19.1	5	13.3	21.2	1	0.1	1.8	25/09/2017	14:35:53
OPF04	animal  4	VID\Videotrack_user	3	1	track	60	120	End of period	End of period	0	5	47	19.1	5	13.3	21.2	1	0.1	1.8	25/09/2017	14:35:53
OPF04	animal  4	VID\Videotrack_user	3	2	track	60	120	End of period	End of period	0	0	0	0	0	0	0	0	0	0	25/09/2017	14:35:53
OPF01	animal  1	VID\Videotrack_user	3	0	track	120	180	End of period	End of period	0	51	8.8	0	55	50.9	395.5	3	0.3	10.4	25/09/2017	14:36:53
OPF01	animal  1	VID\Videotrack_user	3	1	track	120	180	End of period	End of period	0	51	8.8	0	55	50.9	395.5	3	0.3	10.4	25/09/2017	14:36:53
OPF01	animal  1	VID\Videotrack_user	3	2	track	120	180	End of period	End of period	0	0	0	0	0	0	0	0	0	0	25/09/2017	14:36:53
OPF02	animal  2	VID\Videotrack_user	3	0	track	120	180	End of period	End of period	0	18	1.2	0	44	55.5	562.9	26	3.4	96.6	25/09/2017	14:36:53
OPF02	animal  2	VID\Videotrack_user	3	1	track	120	180	End of period	End of period	0	18	1.2	0	44	55.5	562.9	26	3.4	96.6	25/09/2017	14:36:53
OPF02	animal  2	VID\Videotrack_user	3	2	track	120	180	End of period	End of period	1	0	0	0	2	0.3	7.1	1	0.3	9.9	25/09/2017	14:36:53
OPF03	animal  3	VID\Videotrack_user	3	0	track	120	180	End of period	End of period	0	62	11.2	0	76	48	396.3	14	0.8	20.9	25/09/2017	14:36:53
OPF03	animal  3	VID\Videotrack_user	3	1	track	120	180	End of period	End of period	0	62	11.2	0	76	48	396.3	14	0.8	20.9	25/09/2017	14:36:53
OPF03	animal  3	VID\Videotrack_user	3	2	track	120	180	End of period	End of period	2	0	0	0	5	1.2	25	4	0.2	6.2	25/09/2017	14:36:53
OPF04	animal  4	VID\Videotrack_user	3	0	track	120	180	End of period	End of period	0	13	46.7	19.8	15	12.9	31.6	3	0.2	8.4	25/09/2017	14:36:53
OPF04	animal  4	VID\Videotrack_user	3	1	track	120	180	End of period	End of period	0	13	46.7	19.8	15	12.9	31.6	3	0.2	8.4	25/09/2017	14:36:53
OPF04	animal  4	VID\Videotrack_user	3	2	track	120	180	End of period	End of period	0	0	0	0	0	0	0	0	0	0	25/09/2017	14:36:53
OPF01	animal  1	VID\Videotrack_user	3	0	track	180	240	End of period	End of period	0	82	17.6	0	82	42.4	219.9	0	0	0	25/09/2017	14:37:53
OPF01	animal  1	VID\Videotrack_user	3	1	track	180	240	End of period	End of period	0	82	17.6	0	82	42.4	219.9	0	0	0	25/09/2017	14:37:53
OPF01	animal  1	VID\Videotrack_user	3	2	track	180	240	End of period	End of period	1	0	0	0	0	1.1	12.7	0	0	0	25/09/2017	14:37:53
OPF02	animal  2	VID\Videotrack_user	3	0	track	180	240	End of period	End of period	0	16	1	0	35	57	576.5	19	2	56.3	25/09/2017	14:37:53
OPF02	animal  2	VID\Videotrack_user	3	1	track	180	240	End of period	End of period	0	16	1	0	35	57	576.5	19	2	56.3	25/09/2017	14:37:53
OPF02	animal  2	VID\Videotrack_user	3	2	track	180	240	End of period	End of period	0	0	0	0	0	0	0	0	0	0	25/09/2017	14:37:53
OPF03	animal  3	VID\Videotrack_user	3	0	track	180	240	End of period	End of period	0	42	4.1	0	70	53.3	479.1	28	2.6	72.6	25/09/2017	14:37:53
OPF03	animal  3	VID\Videotrack_user	3	1	track	180	240	End of period	End of period	0	42	4.1	0	70	53.3	479.1	28	2.6	72.6	25/09/2017	14:37:53
OPF03	animal  3	VID\Videotrack_user	3	2	track	180	240	End of period	End of period	0	0	0	0	0	0	0	0	0	0	25/09/2017	14:37:53
OPF04	animal  4	VID\Videotrack_user	3	0	track	180	240	End of period	End of period	0	9	35.5	16.7	9	24.8	50.6	3	0.2	19.4	25/09/2017	14:37:53
OPF04	animal  4	VID\Videotrack_user	3	1	track	180	240	End of period	End of period	0	9	35.5	16.7	9	24.8	50.6	3	0.2	19.4	25/09/2017	14:37:53
OPF04	animal  4	VID\Videotrack_user	3	2	track	180	240	End of period	End of period	0	0	0	0	0	0	0	0	0	0	25/09/2017	14:37:53
OPF01	animal  1	VID\Videotrack_user	3	0	track	240	300	End of period	End of period	0	56	11.4	0	61	48	339.6	5	0.6	18.6	25/09/2017	14:38:53
OPF01	animal  1	VID\Videotrack_user	3	1	track	240	300	End of period	End of period	0	56	11.4	0	61	48	339.6	5	0.6	18.6	25/09/2017	14:38:53
OPF01	animal  1	VID\Videotrack_user	3	2	track	240	300	End of period	End of period	0	0	0	0	0	0	0	0	0	0	25/09/2017	14:38:53
OPF02	animal  2	VID\Videotrack_user	3	0	track	240	300	End of period	End of period	0	9	0.6	0	45	53.8	626.8	37	5.7	174.3	25/09/2017	14:38:53
OPF02	animal  2	VID\Videotrack_user	3	1	track	240	300	End of period	End of period	0	9	0.6	0	45	53.8	626.8	37	5.7	174.3	25/09/2017	14:38:53
OPF02	animal  2	VID\Videotrack_user	3	2	track	240	300	End of period	End of period	2	0	0	0	0	0.6	13	1	0.2	6.6	25/09/2017	14:38:53
OPF03	animal  3	VID\Videotrack_user	3	0	track	240	300	End of period	End of period	0	37	5.7	0	57	52.5	472.1	20	1.9	53.4	25/09/2017	14:38:53
OPF03	animal  3	VID\Videotrack_user	3	1	track	240	300	End of period	End of period	0	37	5.7	0	57	52.5	472.1	20	1.9	53.4	25/09/2017	14:38:53
OPF03	animal  3	VID\Videotrack_user	3	2	track	240	300	End of period	End of period	0	0	0	0	0	0	0	0	0	0	25/09/2017	14:38:53
OPF04	animal  4	VID\Videotrack_user	3	0	track	240	300	End of period	End of period	0	8	47.7	18.6	9	12.1	29.4	2	0.1	7.9	25/09/2017	14:38:53
OPF04	animal  4	VID\Videotrack_user	3	1	track	240	300	End of period	End of period	0	8	47.7	18.6	9	12.1	29.4	2	0.1	7.9	25/09/2017	14:38:53
OPF04	animal  4	VID\Videotrack_user	3	2	track	240	300	End of period	End of period	0	0	0	0	0	0	0	0	0	0	25/09/2017	14:38:53
OPF01	animal  1	VID\Videotrack_user	3	0	track	300	360	End of period	End of period	0	62	13.1	0	66	46.6	333.7	4	0.3	8.9	25/09/2017	14:39:53
OPF01	animal  1	VID\Videotrack_user	3	1	track	300	360	End of period	End of period	0	62	13.1	0	66	46.6	333.7	4	0.3	8.9	25/09/2017	14:39:53
OPF01	animal  1	VID\Videotrack_user	3	2	track	300	360	End of period	End of period	0	0	0	0	0	0	0	0	0	0	25/09/2017	14:39:53
OPF02	animal  2	VID\Videotrack_user	3	0	track	300	360	End of period	End of period	0	10	0.7	0	41	55.7	625.5	30	3.6	106.1	25/09/2017	14:39:53
OPF02	animal  2	VID\Videotrack_user	3	1	track	300	360	End of period	End of period	0	10	0.7	0	41	55.7	625.5	30	3.6	106.1	25/09/2017	14:39:53
OPF02	animal  2	VID\Videotrack_user	3	2	track	300	360	End of period	End of period	2	0	0	0	3	1.5	23.8	1	0.2	4.2	25/09/2017	14:39:53
OPF03	animal  3	VID\Videotrack_user	3	0	track	300	360	End of period	End of period	0	36	4.9	0	53	53.8	446.4	17	1.3	37.8	25/09/2017	14:39:53
OPF03	animal  3	VID\Videotrack_user	3	1	track	300	360	End of period	End of period	0	36	4.9	0	53	53.8	446.4	17	1.3	37.8	25/09/2017	14:39:53
OPF03	animal  3	VID\Videotrack_user	3	2	track	300	360	End of period	End of period	1	0	0	0	1	1.4	19.9	1	0	0.6	25/09/2017	14:39:53
OPF04	animal  4	VID\Videotrack_user	3	0	track	300	360	End of period	End of period	0	9	38.9	13.6	9	20.8	51.9	0	0	0	25/09/2017	14:39:53
OPF04	animal  4	VID\Videotrack_user	3	1	track	300	360	End of period	End of period	0	9	38.9	13.6	9	20.8	51.9	0	0	0	25/09/2017	14:39:53
OPF04	animal  4	VID\Videotrack_user	3	2	track	300	360	End of period	End of period	0	0	0	0	0	0	0	0	0	0	25/09/2017	14:39:53
OPF01	animal  1	VID\Videotrack_user	3	0	track	360	420	End of period	End of period	0	76	20.3	0	78	39.7	211	2	0.1	2.5	25/09/2017	14:40:53
OPF01	animal  1	VID\Videotrack_user	3	1	track	360	420	End of period	End of period	0	76	20.3	0	78	39.7	211	2	0.1	2.5	25/09/2017	14:40:53
OPF01	animal  1	VID\Videotrack_user	3	2	track	360	420	End of period	End of period	1	0	0	0	0	0.5	8.5	0	0	0	25/09/2017	14:40:53
OPF02	animal  2	VID\Videotrack_user	3	0	track	360	420	End of period	End of period	0	23	2	0	41	55.3	593.1	18	2.7	77.1	25/09/2017	14:40:53
OPF02	animal  2	VID\Videotrack_user	3	1	track	360	420	End of period	End of period	0	23	2	0	41	55.3	593.1	18	2.7	77.1	25/09/2017	14:40:53
OPF02	animal  2	VID\Videotrack_user	3	2	track	360	420	End of period	End of period	6	0	0	0	2	3.7	50.5	2	0.3	7.5	25/09/2017	14:40:53
OPF03	animal  3	VID\Videotrack_user	3	0	track	360	420	End of period	End of period	0	35	3.6	0	46	54.9	431	11	1.5	43	25/09/2017	14:40:53
OPF03	animal  3	VID\Videotrack_user	3	1	track	360	420	End of period	End of period	0	35	3.6	0	46	54.9	431	11	1.5	43	25/09/2017	14:40:53
OPF03	animal  3	VID\Videotrack_user	3	2	track	360	420	End of period	End of period	2	0	0	0	2	1.8	25.4	2	0.4	11.3	25/09/2017	14:40:53
OPF04	animal  4	VID\Videotrack_user	3	0	track	360	420	End of period	End of period	0	12	41.7	18.8	12	18.6	31	2	0.1	2.6	25/09/2017	14:40:53
OPF04	animal  4	VID\Videotrack_user	3	1	track	360	420	End of period	End of period	0	12	41.7	18.8	12	18.6	31	2	0.1	2.6	25/09/2017	14:40:53
OPF04	animal  4	VID\Videotrack_user	3	2	track	360	420	End of period	End of period	0	0	0	0	0	0	0	0	0	0	25/09/2017	14:40:53
OPF01	animal  1	VID\Videotrack_user	3	0	track	420	480	End of period	End of period	0	71	16.9	0	74	43	255.5	3	0.2	5.1	25/09/2017	14:41:53
OPF01	animal  1	VID\Videotrack_user	3	1	track	420	480	End of period	End of period	0	71	16.9	0	74	43	255.5	3	0.2	5.1	25/09/2017	14:41:53
OPF01	animal  1	VID\Videotrack_user	3	2	track	420	480	End of period	End of period	0	0	0	0	0	0	0	0	0	0	25/09/2017	14:41:53
OPF02	animal  2	VID\Videotrack_user	3	0	track	420	480	End of period	End of period	0	4	0.2	0	40	56.2	726.3	36	3.6	101.2	25/09/2017	14:41:53
OPF02	animal  2	VID\Videotrack_user	3	1	track	420	480	End of period	End of period	0	4	0.2	0	40	56.2	726.3	36	3.6	101.2	25/09/2017	14:41:53
OPF02	animal  2	VID\Videotrack_user	3	2	track	420	480	End of period	End of period	1	0	0	0	0	1.8	27.3	0	0	0	25/09/2017	14:41:53
OPF03	animal  3	VID\Videotrack_user	3	0	track	420	480	End of period	End of period	0	57	11.3	0	58	48.6	284.4	1	0.1	1.8	25/09/2017	14:41:53
OPF03	animal  3	VID\Videotrack_user	3	1	track	420	480	End of period	End of period	0	57	11.3	0	58	48.6	284.4	1	0.1	1.8	25/09/2017	14:41:53
OPF03	animal  3	VID\Videotrack_user	3	2	track	420	480	End of period	End of period	11	39	9.2	0	40	25.4	125.3	0	0	0	25/09/2017	14:41:53
OPF04	animal  4	VID\Videotrack_user	3	0	track	420	480	End of period	End of period	0	12	37.4	19.1	12	21.9	36.1	1	0.4	18.9	25/09/2017	14:41:53
OPF04	animal  4	VID\Videotrack_user	3	1	track	420	480	End of period	End of period	0	12	37.4	19.1	12	21.9	36.1	1	0.4	18.9	25/09/2017	14:41:53
OPF04	animal  4	VID\Videotrack_user	3	2	track	420	480	End of period	End of period	0	0	0	0	0	0	0	0	0	0	25/09/2017	14:41:53
OPF01	animal  1	VID\Videotrack_user	3	0	track	480	540	End of period	End of period	0	81	17.2	0	81	42.8	223.7	1	0	0.8	25/09/2017	14:42:53
OPF01	animal  1	VID\Videotrack_user	3	1	track	480	540	End of period	End of period	0	81	17.2	0	81	42.8	223.7	1	0	0.8	25/09/2017	14:42:53
OPF01	animal  1	VID\Videotrack_user	3	2	track	480	540	End of period	End of period	1	0	0	0	0	0.9	16.5	1	0	0.8	25/09/2017	14:42:53
OPF02	animal  2	VID\Videotrack_user	3	0	track	480	540	End of period	End of period	0	11	0.6	0	36	53.5	607.7	25	5.9	179	25/09/2017	14:42:53
OPF02	animal  2	VID\Videotrack_user	3	1	track	480	540	End of period	End of period	0	11	0.6	0	36	53.5	607.7	25	5.9	179	25/09/2017	14:42:53
OPF02	animal  2	VID\Videotrack_user	3	2	track	480	540	End of period	End of period	3	0	0	0	2	1.1	17.6	3	0.4	11.4	25/09/2017	14:42:53
OPF03	animal  3	VID\Videotrack_user	3	0	track	480	540	End of period	End of period	0	51	7.2	0	52	52.8	297.8	1	0	0.7	25/09/2017	14:42:53
OPF03	animal  3	VID\Videotrack_user	3	1	track	480	540	End of period	End of period	0	51	7.2	0	52	52.8	297.8	1	0	0.7	25/09/2017	14:42:53
OPF03	animal  3	VID\Videotrack_user	3	2	track	480	540	End of period	End of period	0	0	0	0	0	0.7	4.7	0	0	0	25/09/2017	14:42:53
OPF04	animal  4	VID\Videotrack_user	3	0	track	480	540	End of period	End of period	0	6	51.5	20.7	5	8.9	15.6	0	0	0	25/09/2017	14:42:53
OPF04	animal  4	VID\Videotrack_user	3	1	track	480	540	End of period	End of period	0	6	51.5	20.7	5	8.9	15.6	0	0	0	25/09/2017	14:42:53
OPF04	animal  4	VID\Videotrack_user	3	2	track	480	540	End of period	End of period	0	0	0	0	0	0	0	0	0	0	25/09/2017	14:42:53
OPF01	animal  1	VID\Videotrack_user	3	0	track	540	600	End of period	End of session	0	60	11	0	64	48.6	295.2	3	0.4	10.4	25/09/2017	14:43:53
